Timestamp,Class,Confidence,X1,Y1,X2,Y2
2025-10-29_08-54-14,normal,0.7216800451278687,575,138,680,418
2025-10-29_08-54-14,normal,0.783656895160675,386,33,548,393
2025-10-29_08-54-14,normal,0.7448203563690186,576,138,682,418
2025-10-29_08-54-14,normal,0.8036929368972778,386,37,548,398
2025-10-29_08-54-14,normal,0.740673303604126,576,138,683,418
2025-10-29_08-54-14,normal,0.8023363351821899,387,36,548,398
2025-10-29_08-54-14,normal,0.7287260890007019,576,139,684,419
2025-10-29_08-54-15,normal,0.8078641891479492,387,39,547,405
2025-10-29_08-54-15,normal,0.7391937375068665,576,139,684,419
2025-10-29_08-54-15,normal,0.816778302192688,386,40,547,396
2025-10-29_08-54-15,normal,0.7406617999076843,576,139,684,420
2025-10-29_08-54-15,normal,0.813528835773468,387,41,548,430
2025-10-29_08-54-15,normal,0.6969121694564819,575,139,684,421
2025-10-29_08-54-15,normal,0.8220902681350708,388,42,549,430
2025-10-29_08-54-15,normal,0.6985576152801514,575,140,684,422
2025-10-29_08-54-15,normal,0.8314681053161621,390,43,550,428
2025-10-29_08-54-15,normal,0.6945552229881287,575,140,683,423
2025-10-29_08-54-15,normal,0.8439732789993286,384,47,550,418
2025-10-29_08-54-15,normal,0.7028506398200989,575,141,682,422
2025-10-29_08-54-16,normal,0.8476172089576721,383,47,550,423
2025-10-29_08-54-16,normal,0.6915236115455627,576,141,682,423
2025-10-29_08-54-16,normal,0.8463137149810791,383,48,551,428
2025-10-29_08-54-16,normal,0.7063130736351013,577,140,683,423
2025-10-29_08-54-16,normal,0.8418139815330505,381,50,551,430
2025-10-29_08-54-16,normal,0.7013434767723083,576,141,683,422
2025-10-29_08-54-16,normal,0.8355064988136292,380,50,551,431
2025-10-29_08-54-16,normal,0.6985297203063965,576,140,682,422
2025-10-29_08-54-16,normal,0.8358903527259827,382,51,553,431
2025-10-29_08-54-16,normal,0.6935194730758667,575,140,683,423
2025-10-29_08-54-17,normal,0.8394057154655457,384,54,553,430
2025-10-29_08-54-17,normal,0.681466817855835,576,142,683,423
2025-10-29_08-54-17,normal,0.8357195258140564,384,52,554,429
2025-10-29_08-54-17,normal,0.68082594871521,576,148,682,423
2025-10-29_08-54-17,normal,0.8303751349449158,386,51,555,431
2025-10-29_08-54-17,normal,0.7188283801078796,577,142,682,422
2025-10-29_08-54-17,normal,0.8211154341697693,387,49,558,430
2025-10-29_08-54-17,normal,0.6985355615615845,576,141,683,423
2025-10-29_08-54-17,normal,0.8161464929580688,389,50,559,430
2025-10-29_08-54-17,normal,0.6858057975769043,577,139,684,423
2025-10-29_08-54-18,normal,0.8173004984855652,392,51,561,430
2025-10-29_08-54-18,normal,0.7163556218147278,578,143,683,424
2025-10-29_08-54-18,normal,0.8191128969192505,391,52,566,428
2025-10-29_08-54-18,normal,0.6638085842132568,578,149,683,424
2025-10-29_08-54-18,normal,0.8224032521247864,391,53,570,427
2025-10-29_08-54-18,normal,0.6699457168579102,579,170,683,424
2025-10-29_08-54-18,normal,0.8397200703620911,394,52,573,430
2025-10-29_08-54-18,normal,0.5654997825622559,580,169,683,425
2025-10-29_08-54-18,normal,0.8513069152832031,396,51,576,432
2025-10-29_08-54-18,normal,0.5646684765815735,580,151,684,425
2025-10-29_08-54-19,normal,0.8223642706871033,399,55,580,431
2025-10-29_08-54-19,normal,0.6309001445770264,580,152,684,426
2025-10-29_08-54-19,normal,0.8294704556465149,402,55,583,428
2025-10-29_08-54-19,normal,0.706729531288147,581,136,684,426
2025-10-29_08-54-19,normal,0.829988956451416,409,55,585,430
2025-10-29_08-54-19,normal,0.7484214305877686,581,135,684,425
2025-10-29_08-54-19,normal,0.8334239721298218,413,58,589,430
2025-10-29_08-54-19,normal,0.7653577327728271,581,134,684,424
2025-10-29_08-54-19,normal,0.8497975468635559,416,59,591,430
2025-10-29_08-54-19,normal,0.7625679969787598,582,133,684,424
2025-10-29_08-54-20,normal,0.8420382142066956,420,62,591,431
2025-10-29_08-54-20,normal,0.7482849359512329,584,136,684,424
2025-10-29_08-54-20,normal,0.8158261775970459,424,59,594,432
2025-10-29_08-54-20,normal,0.7579070925712585,585,130,684,424
2025-10-29_08-54-20,normal,0.8035722374916077,431,59,599,432
2025-10-29_08-54-20,normal,0.7652092576026917,586,135,686,424
2025-10-29_08-54-20,normal,0.8183885812759399,434,58,602,432
2025-10-29_08-54-20,normal,0.7699143290519714,589,136,695,424
2025-10-29_08-54-20,normal,0.8008327484130859,436,57,605,432
2025-10-29_08-54-20,normal,0.8006124496459961,591,136,703,424
2025-10-29_08-54-20,normal,0.8004072308540344,592,135,710,425
2025-10-29_08-54-20,normal,0.7165470719337463,442,60,609,428
2025-10-29_08-54-21,normal,0.7769205570220947,594,121,718,424
2025-10-29_08-54-21,normal,0.7039890289306641,449,57,615,428
2025-10-29_08-54-21,normal,0.7901661992073059,598,121,719,422
2025-10-29_08-54-21,normal,0.7178273797035217,456,56,618,428
2025-10-29_08-54-21,normal,0.7602195143699646,463,56,621,428
2025-10-29_08-54-21,normal,0.7471541166305542,598,122,725,421
2025-10-29_08-54-21,normal,0.7337565422058105,467,55,625,429
2025-10-29_08-54-21,normal,0.6197541356086731,602,125,740,421
2025-10-29_08-54-21,normal,0.5908862948417664,465,52,665,425
2025-10-29_08-54-22,normal,0.5657060146331787,470,54,749,428
2025-10-29_08-54-22,normal,0.5322200059890747,472,49,752,427
2025-10-29_08-54-25,normal,0.49437859654426575,453,36,728,429
2025-10-29_08-54-25,normal,0.5487842559814453,447,34,692,428
2025-10-29_08-54-28,normal,0.5230565667152405,412,19,643,429
2025-10-29_08-54-28,normal,0.6496795415878296,403,26,636,428
2025-10-29_08-54-28,normal,0.7304320335388184,423,38,634,427
2025-10-29_08-54-29,normal,0.7216783165931702,419,52,631,428
2025-10-29_08-54-29,normal,0.7073742747306824,420,62,612,426
2025-10-29_08-54-29,normal,0.7619355320930481,422,82,605,428
2025-10-29_08-54-29,normal,0.7595267295837402,435,77,600,428
2025-10-29_08-54-29,normal,0.6815601587295532,578,58,768,409
2025-10-29_08-54-30,normal,0.7776439189910889,427,66,595,431
2025-10-29_08-54-30,normal,0.5467513799667358,576,101,768,410
2025-10-29_08-54-30,normal,0.8308325409889221,416,54,592,431
2025-10-29_08-54-30,normal,0.7114567756652832,575,87,768,411
2025-10-29_08-54-30,normal,0.7896174788475037,415,53,587,431
2025-10-29_08-54-30,normal,0.7608184814453125,572,80,768,411
2025-10-29_08-54-30,normal,0.7909897565841675,570,82,768,410
2025-10-29_08-54-30,normal,0.7839111089706421,414,55,584,431
2025-10-29_08-54-30,normal,0.8228877186775208,403,59,580,431
2025-10-29_08-54-30,normal,0.7921847701072693,567,77,768,410
2025-10-29_08-54-31,normal,0.8263453245162964,400,55,579,430
2025-10-29_08-54-31,normal,0.8111562728881836,563,69,768,409
2025-10-29_08-54-31,normal,0.833342969417572,391,50,575,429
2025-10-29_08-54-31,normal,0.7895907163619995,560,102,768,408
2025-10-29_08-54-31,normal,0.8618840575218201,383,57,570,429
2025-10-29_08-54-31,normal,0.7481362223625183,557,90,768,407
2025-10-29_08-54-31,normal,0.8639602065086365,377,61,569,429
2025-10-29_08-54-31,normal,0.8061862587928772,557,101,766,407
2025-10-29_08-54-31,normal,0.8598967790603638,377,59,564,430
2025-10-29_08-54-31,normal,0.7899359464645386,556,110,766,407
2025-10-29_08-54-32,normal,0.8337765336036682,371,55,560,430
2025-10-29_08-54-32,normal,0.7730836272239685,557,100,766,408
2025-10-29_08-54-32,normal,0.8270836472511292,361,47,557,429
2025-10-29_08-54-32,normal,0.8029373288154602,557,117,765,408
2025-10-29_08-54-32,normal,0.8271917104721069,362,46,555,430
2025-10-29_08-54-32,normal,0.7980812191963196,556,113,765,407
2025-10-29_08-54-32,normal,0.8399502038955688,356,50,547,431
2025-10-29_08-54-32,normal,0.7762635350227356,556,105,765,408
2025-10-29_08-54-32,normal,0.8099827170372009,357,52,543,431
2025-10-29_08-54-32,normal,0.7362724542617798,556,82,763,409
2025-10-29_08-54-32,normal,0.7856230735778809,356,49,540,430
2025-10-29_08-54-32,normal,0.7423460483551025,555,127,763,406
2025-10-29_08-54-33,normal,0.7349549531936646,359,47,533,430
2025-10-29_08-54-33,normal,0.7321732044219971,554,125,762,406
2025-10-29_08-54-33,normal,0.7724173069000244,353,51,529,430
2025-10-29_08-54-33,normal,0.6221415996551514,553,67,764,407
2025-10-29_08-54-33,normal,0.7947738170623779,342,50,527,430
2025-10-29_08-54-33,normal,0.4648546874523163,551,63,763,407
2025-10-29_08-54-33,normal,0.7976120710372925,339,51,524,431
2025-10-29_08-54-33,normal,0.596507728099823,550,114,760,406
2025-10-29_08-54-33,normal,0.8133094906806946,335,52,523,430
2025-10-29_08-54-33,normal,0.6829856038093567,548,103,755,405
2025-10-29_08-54-34,normal,0.7977741360664368,336,52,521,431
2025-10-29_08-54-34,normal,0.6344033479690552,547,91,759,405
2025-10-29_08-54-34,normal,0.7972518801689148,328,59,521,431
2025-10-29_08-54-34,normal,0.6561011672019958,546,105,758,404
2025-10-29_08-54-34,normal,0.7956439852714539,323,52,521,431
2025-10-29_08-54-34,normal,0.8024951219558716,324,44,520,431
2025-10-29_08-54-34,normal,0.768747091293335,546,93,758,404
2025-10-29_08-54-34,normal,0.8070409297943115,327,42,519,431
2025-10-29_08-54-34,normal,0.6940543055534363,546,92,760,404
2025-10-29_08-54-35,normal,0.8092567920684814,326,36,518,432
2025-10-29_08-54-35,normal,0.7027522921562195,546,103,758,404
2025-10-29_08-54-35,normal,0.8031814098358154,323,43,517,431
2025-10-29_08-54-35,normal,0.679153323173523,546,109,758,403
2025-10-29_08-54-35,normal,0.7793554663658142,323,56,516,431
2025-10-29_08-54-35,normal,0.7591232657432556,546,118,757,403
2025-10-29_08-54-35,normal,0.5685334801673889,312,43,516,431
2025-10-29_08-54-35,normal,0.5644637942314148,543,103,760,404
2025-10-29_08-54-35,normal,0.4674469232559204,544,54,761,406
2025-10-29_08-54-37,normal,0.453427791595459,540,103,763,402
2025-10-29_08-54-39,normal,0.4717360734939575,537,61,748,402
2025-10-29_08-54-39,normal,0.5764378905296326,537,60,734,401
2025-10-29_08-54-40,normal,0.5860891342163086,537,56,742,401
2025-10-29_08-54-40,normal,0.5984996557235718,537,60,743,401
2025-10-29_08-54-40,normal,0.6710765361785889,537,70,729,401
2025-10-29_08-54-40,normal,0.5801541805267334,537,52,753,401
2025-10-29_08-54-40,normal,0.5555555820465088,537,42,762,401
2025-10-29_08-54-40,normal,0.5606971383094788,537,47,761,401
2025-10-29_08-54-41,normal,0.5260985493659973,537,47,761,401
2025-10-29_08-54-41,normal,0.48849523067474365,308,34,511,431
2025-10-29_08-54-41,normal,0.47981786727905273,308,34,511,431
2025-10-29_08-54-41,normal,0.45168834924697876,537,38,762,401
2025-10-29_08-54-41,normal,0.6304123401641846,310,34,511,431
2025-10-29_08-54-41,normal,0.4888758063316345,537,46,751,400
2025-10-29_08-54-41,normal,0.6605680584907532,306,35,511,430
2025-10-29_08-54-41,normal,0.5215295553207397,538,35,761,400
2025-10-29_08-54-41,normal,0.6962594389915466,310,35,511,431
2025-10-29_08-54-41,normal,0.5498892068862915,538,32,761,400
2025-10-29_08-54-42,normal,0.7372987866401672,303,34,511,431
2025-10-29_08-54-42,normal,0.5743446350097656,537,28,762,400
2025-10-29_08-54-42,normal,0.6296818852424622,304,32,511,430
2025-10-29_08-54-42,normal,0.5302543044090271,537,22,762,399
2025-10-29_08-54-42,normal,0.6312522888183594,304,30,512,431
2025-10-29_08-54-42,normal,0.4814783036708832,537,20,761,400
2025-10-29_08-54-42,normal,0.6946414113044739,307,30,512,431
2025-10-29_08-54-42,normal,0.7265709042549133,305,30,512,431
